Código do Programa,Programa,Nome,Área de Concentração,Data de Início,Data de Fim
33160015001P1,GESTÃO DE TECNOLOGIA E INOVAÇÃO EM SAÚDE,GESTÃO DE TECNOLOGIAS E INOVAÇÕES POLÍTICO-GERENCIAIS EM SAÚDE,"GESTÃO DE TECNOLOGIA, INOVAÇÃO E DO CONHECIMENTO EM SAÚDE",01/04/2012,-
33160015001P1,GESTÃO DE TECNOLOGIA E INOVAÇÃO EM SAÚDE,GESTÃO DE TECNOLOGIAS E INOVAÇÕES DO CONHECIMENTO EM SAÚDE,"GESTÃO DE TECNOLOGIA, INOVAÇÃO E DO CONHECIMENTO EM SAÚDE",01/04/2012,-
33160015002P8,Ciências da Saúde,EPIDEMIOLOGIA E GESTÃO EM UNIDADES CRÍTICAS,PESQUISA APLICADA EM MEDICINA INTENSIVA,11/03/2013,-
33160015002P8,Ciências da Saúde,MELHORIAS NO SUPORTE AO PACIENTE ONCOLOGICO,PESQUISA APLICADA EM ONCOLOGIA,11/03/2013,-
33160015002P8,Ciências da Saúde,NOVAS ABORDAGENS NO DIAGNÓSTICO E TRATAMENTO DO CÂNCER,PESQUISA APLICADA EM ONCOLOGIA,11/03/2013,-
33160015002P8,Ciências da Saúde,PESQUISA E DESENVOLVIMENTO EM TÉCNICAS CIRÚRGICAS,PESQUISA APLICADA EM CIRURGIA,11/03/2013,-
33160015002P8,Ciências da Saúde,PESQUISA EM TRANSPLANTE HEPÁTICO,PESQUISA APLICADA EM CIRURGIA,11/03/2013,-
33160015002P8,Ciências da Saúde,FISIOPATOLOGIA CARDIORESPIRATORIA NO PACIENTE CRÍTICO,PESQUISA APLICADA EM MEDICINA INTENSIVA,11/03/2013,-
31075010001P2,Matemática em Rede Nacional,FORMAÇÃO DE PROFESSORES DE MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,DIVULGAÇÃO E POPULARIZAÇÃO DA MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,MATEMÁTICA NA EDUCAÇÃO BÁSICA E SUAS TECNOLOGIAS,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
41020014001P0,Estudos Linguísticos,DIVERSIDADE E MUDANÇA LINGUÍSTICA,Estudos Linguísticos,30/08/2021,-
41020014001P0,Estudos Linguísticos,LÍNGUA E COGNIÇÃO: REPRESENTAÇÃO E PROCESSAMENTO DA LINGUAGEM,Estudos Linguísticos,30/08/2021,-
41020014001P0,Estudos Linguísticos,PRÁTICAS DISCURSIVAS E SUBJETIVIDADES,Estudos Linguísticos,30/08/2021,-
41020014002P6,Educação,FORMAÇÃO DE PROFESSORES: CONHECIMENTOS E PRÁTICAS EDUCACIONAIS (2020),EDUCAÇÃO,01/09/2020,-
41020014002P6,Educação,POLÍTICAS EDUCACIONIAIS (2020),EDUCAÇÃO,01/09/2020,-
41020014003P2,Agroecologia e Desenvolvimento Rural Sustentável,"AGROECOSSISTEMAS, SUSTENTABILIDADE E AGROBIODIVERSIDADE",AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL,01/01/2014,-
41020014003P2,Agroecologia e Desenvolvimento Rural Sustentável,DINÂMICAS SOCIOAMBIENTAIS,AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL,01/01/2014,-
41020014004P9,Ciência e Tecnologia Ambiental,CONSERVAÇÃO DOS RECURSOS NATURAIS,PRODUÇÃO SUSTENTÁVEL E CONSERVAÇÃO AMBIENTAL,01/01/2014,-
41020014004P9,Ciência e Tecnologia Ambiental,SUSTENTABILIDADE DOS AGROECOSSISTEMAS,PRODUÇÃO SUSTENTÁVEL E CONSERVAÇÃO AMBIENTAL,01/01/2014,-
53045009001P3,ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL,POLÍTICAS PÚBLICAS,ADMINISTRAÇÃO PÚBLICA,01/01/2023,-
53045009001P3,ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL,ADMINISTRAÇÃO PÚBLICA E ORGANIZAÇÕES,ADMINISTRAÇÃO PÚBLICA,01/01/2023,-
41020014005P5,INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,"LINHA 1: SABERES, PROCESSOS E PRÁTICAS SOCIAIS",Saberes e Identidades,03/09/2015,-
41020014005P5,INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,"LINHA 2: EDUCAÇÃO, CULTURA E CIDADANIAS CONTEMPORÂNEAS",Saberes e Identidades,03/09/2015,-
41020014005P5,INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,LINHA 3: SUJEITO E LINGUAGEM,Saberes e Identidades,03/09/2015,-
41020014006P1,EDUCAÇÃO,"LINHA 1: PESQUISA EM PROCESSOS PEDAGÓGICOS, POLÍTICAS E GESTÃO EDUCACIONAL",PRÁTICAS EDUCATIVAS,20/08/2015,-
41020014006P1,EDUCAÇÃO,LINHA 2: PESQUISA EM EDUCAÇÃO NÃO-FORMAL: PRÁTICAS POLÍTICO-SOCIAIS,PRÁTICAS EDUCATIVAS,20/08/2015,-
41020014007P8,DESENVOLVIMENTO E POLÍTICAS PÚBLICAS,"LINHA 1: ESTADO, SOCIEDADE E POLÍTICAS DE DESENVOLVIMENTO",DESENVOLVIMENTO E POLÍTICAS PÚBLICAS,27/07/2015,-
41020014007P8,DESENVOLVIMENTO E POLÍTICAS PÚBLICAS,LINHA 2: DINÂMICAS SOCIOPOLÍTICAS E EXPERIÊNCIAS DE DESENVOLVIMENTO.,DESENVOLVIMENTO E POLÍTICAS PÚBLICAS,27/07/2015,-
41020014008P4,HISTÓRIA,"HISTÓRIA DO POVOAMENTO, DA AGRICULTURA E DO MEIO AMBIENTE","Fronteiras, Migrações e Sociedades",08/08/2016,-
41020014008P4,HISTÓRIA,HISTÓRIA DOS MOVIMENTOS E DAS RELAÇÕES SOCIAIS,"Fronteiras, Migrações e Sociedades",08/08/2016,-
41020014008P4,HISTÓRIA,"CULTURA, RESISTÊNCIAS E DECOLONIALIDADES","Fronteiras, Migrações e Sociedades",01/01/2024,-
41020014008P4,HISTÓRIA,"FRONTEIRAS, MOVIMENTOS SOCIAIS E PODER","Fronteiras, Migrações e Sociedades",01/01/2024,-
41020014008P4,HISTÓRIA,"HISTÓRIA AMBIENTAL, DAS MIGRAÇÕES E DAS CIÊNCIAS","Fronteiras, Migrações e Sociedades",01/01/2024,-
41020014009P0,AMBIENTE E TECNOLOGIAS SUSTENTÁVEIS,DESENVOLVIMENTO DE PROCESSOS E TECNOLOGIAS,"Monitoramento, Controle e Gestão Ambiental",08/08/2016,-
41020014009P0,AMBIENTE E TECNOLOGIAS SUSTENTÁVEIS,QUALIDADE AMBIENTAL,"Monitoramento, Controle e Gestão Ambiental",08/08/2016,-
41020014010P9,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,"1. MICROBIOLOGIA, BIOPROCESSOS E QUÍMICA DE PROCESSOS NATURAIS",Biociência e Tecnologia de Alimentos,01/01/2021,-
41020014010P9,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,"2. PROCESSAMENTO DE ALIMENTOS, MODELAGEM E VALORIZAÇÃO DE SUBPRODUTOS",Biociência e Tecnologia de Alimentos,01/01/2021,-
41020014011P5,"SAÚDE, BEM-ESTAR E PRODUÇÃO ANIMAL SUSTENTÁVEL NA FRONTEIRA SUL",PRODUÇÃO ANIMAL SUSTENTÁVEL E AGRICULTURA FAMILIAR NA FRONTEIRA SUL,"Saúde, Bem-estar e Produção Animal Sustentável na Fronteira Sul",07/08/2017,-
41020014011P5,"SAÚDE, BEM-ESTAR E PRODUÇÃO ANIMAL SUSTENTÁVEL NA FRONTEIRA SUL","SAÚDE, DIAGNÓSTICO E BEM-ESTAR ANIMAL NA FRONTEIRA SUL","Saúde, Bem-estar e Produção Animal Sustentável na Fronteira Sul",07/08/2017,-
41020014013P8,FILOSOFIA,"CONHECIMENTO, LINGUAGEM E REALIDADE",Filosofia,12/08/2019,-
41020014013P8,FILOSOFIA,ÉTICA E FILOSOFIA POLÍTICA,Filosofia,12/08/2019,-
41020014012P1,ENSINO DE CIÊNCIAS,FORMAÇÃO DE PROFESSORES E PRÁTICAS PEDAGÓGICAS,Ensino de Ciências,12/03/2019,-
41020014012P1,ENSINO DE CIÊNCIAS,POLÍTICAS EDUCACIONAIS E CURRÍCULO,Ensino de Ciências,12/03/2019,-
41020014014P4,GEOGRAFIA,PRODUÇÃO DO ESPAÇO E DINÂMICAS NATURAIS,"Natureza, sociedade e espaço geográfico",12/08/2019,-
41020014014P4,GEOGRAFIA,PRODUÇÃO DO ESPAÇO URBANO-REGIONAL,"Natureza, sociedade e espaço geográfico",12/08/2019,-
41020014015P0,CIÊNCIAS BIOMÉDICAS,"DIAGNÓSTICO, INOVAÇÃO E INTERVENÇÕES TERAPÊUTICAS EM SAÚDE",Ciências Biomédicas,20/10/2020,-
41020014015P0,CIÊNCIAS BIOMÉDICAS,"ESTRESSE OXIDATIVO, INFLAMAÇÃO E SISTEMA PURINÉRGICO",Ciências Biomédicas,20/10/2020,-
41020014016P7,ENFERMAGEM,POLÍTICAS E PRÁTICAS DE CUIDADO EM SAÚDE E ENFERMAGEM EM SAÚDE COLETIVA,Enfermagem em Saúde Coletiva,08/03/2024,-
41020014016P7,ENFERMAGEM,PROCESSOS FORMATIVOS E EDUCATIVOS EM ENFERMAGEM EM SAÚDE COLETIVA,Enfermagem em Saúde Coletiva,08/03/2024,-
31075010001P2,Matemática em Rede Nacional,FORMAÇÃO DE PROFESSORES DE MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,DIVULGAÇÃO E POPULARIZAÇÃO DA MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,MATEMÁTICA NA EDUCAÇÃO BÁSICA E SUAS TECNOLOGIAS,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
41020014001P0,Estudos Linguísticos,DIVERSIDADE E MUDANÇA LINGUÍSTICA,Estudos Linguísticos,30/08/2021,-
41020014001P0,Estudos Linguísticos,LÍNGUA E COGNIÇÃO: REPRESENTAÇÃO E PROCESSAMENTO DA LINGUAGEM,Estudos Linguísticos,30/08/2021,-
41020014001P0,Estudos Linguísticos,PRÁTICAS DISCURSIVAS E SUBJETIVIDADES,Estudos Linguísticos,30/08/2021,-
41020014002P6,Educação,FORMAÇÃO DE PROFESSORES: CONHECIMENTOS E PRÁTICAS EDUCACIONAIS (2020),EDUCAÇÃO,01/09/2020,-
41020014002P6,Educação,POLÍTICAS EDUCACIONIAIS (2020),EDUCAÇÃO,01/09/2020,-
41020014003P2,Agroecologia e Desenvolvimento Rural Sustentável,"AGROECOSSISTEMAS, SUSTENTABILIDADE E AGROBIODIVERSIDADE",AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL,01/01/2014,-
41020014003P2,Agroecologia e Desenvolvimento Rural Sustentável,DINÂMICAS SOCIOAMBIENTAIS,AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL,01/01/2014,-
41020014004P9,Ciência e Tecnologia Ambiental,CONSERVAÇÃO DOS RECURSOS NATURAIS,PRODUÇÃO SUSTENTÁVEL E CONSERVAÇÃO AMBIENTAL,01/01/2014,-
41020014004P9,Ciência e Tecnologia Ambiental,SUSTENTABILIDADE DOS AGROECOSSISTEMAS,PRODUÇÃO SUSTENTÁVEL E CONSERVAÇÃO AMBIENTAL,01/01/2014,-
53045009001P3,ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL,POLÍTICAS PÚBLICAS,ADMINISTRAÇÃO PÚBLICA,01/01/2023,-
53045009001P3,ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL,ADMINISTRAÇÃO PÚBLICA E ORGANIZAÇÕES,ADMINISTRAÇÃO PÚBLICA,01/01/2023,-
41020014005P5,INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,"LINHA 1: SABERES, PROCESSOS E PRÁTICAS SOCIAIS",Saberes e Identidades,03/09/2015,-
41020014005P5,INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,"LINHA 2: EDUCAÇÃO, CULTURA E CIDADANIAS CONTEMPORÂNEAS",Saberes e Identidades,03/09/2015,-
41020014005P5,INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,LINHA 3: SUJEITO E LINGUAGEM,Saberes e Identidades,03/09/2015,-
41020014006P1,EDUCAÇÃO,"LINHA 1: PESQUISA EM PROCESSOS PEDAGÓGICOS, POLÍTICAS E GESTÃO EDUCACIONAL",PRÁTICAS EDUCATIVAS,20/08/2015,-
41020014006P1,EDUCAÇÃO,LINHA 2: PESQUISA EM EDUCAÇÃO NÃO-FORMAL: PRÁTICAS POLÍTICO-SOCIAIS,PRÁTICAS EDUCATIVAS,20/08/2015,-
41020014007P8,DESENVOLVIMENTO E POLÍTICAS PÚBLICAS,"LINHA 1: ESTADO, SOCIEDADE E POLÍTICAS DE DESENVOLVIMENTO",DESENVOLVIMENTO E POLÍTICAS PÚBLICAS,27/07/2015,-
41020014007P8,DESENVOLVIMENTO E POLÍTICAS PÚBLICAS,LINHA 2: DINÂMICAS SOCIOPOLÍTICAS E EXPERIÊNCIAS DE DESENVOLVIMENTO.,DESENVOLVIMENTO E POLÍTICAS PÚBLICAS,27/07/2015,-
41020014008P4,HISTÓRIA,"HISTÓRIA DO POVOAMENTO, DA AGRICULTURA E DO MEIO AMBIENTE","Fronteiras, Migrações e Sociedades",08/08/2016,-
41020014008P4,HISTÓRIA,HISTÓRIA DOS MOVIMENTOS E DAS RELAÇÕES SOCIAIS,"Fronteiras, Migrações e Sociedades",08/08/2016,-
41020014008P4,HISTÓRIA,"CULTURA, RESISTÊNCIAS E DECOLONIALIDADES","Fronteiras, Migrações e Sociedades",01/01/2024,-
41020014008P4,HISTÓRIA,"FRONTEIRAS, MOVIMENTOS SOCIAIS E PODER","Fronteiras, Migrações e Sociedades",01/01/2024,-
41020014008P4,HISTÓRIA,"HISTÓRIA AMBIENTAL, DAS MIGRAÇÕES E DAS CIÊNCIAS","Fronteiras, Migrações e Sociedades",01/01/2024,-
41020014009P0,AMBIENTE E TECNOLOGIAS SUSTENTÁVEIS,DESENVOLVIMENTO DE PROCESSOS E TECNOLOGIAS,"Monitoramento, Controle e Gestão Ambiental",08/08/2016,-
41020014009P0,AMBIENTE E TECNOLOGIAS SUSTENTÁVEIS,QUALIDADE AMBIENTAL,"Monitoramento, Controle e Gestão Ambiental",08/08/2016,-
41020014010P9,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,"1. MICROBIOLOGIA, BIOPROCESSOS E QUÍMICA DE PROCESSOS NATURAIS",Biociência e Tecnologia de Alimentos,01/01/2021,-
41020014010P9,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,"2. PROCESSAMENTO DE ALIMENTOS, MODELAGEM E VALORIZAÇÃO DE SUBPRODUTOS",Biociência e Tecnologia de Alimentos,01/01/2021,-
41020014011P5,"SAÚDE, BEM-ESTAR E PRODUÇÃO ANIMAL SUSTENTÁVEL NA FRONTEIRA SUL",PRODUÇÃO ANIMAL SUSTENTÁVEL E AGRICULTURA FAMILIAR NA FRONTEIRA SUL,"Saúde, Bem-estar e Produção Animal Sustentável na Fronteira Sul",07/08/2017,-
41020014011P5,"SAÚDE, BEM-ESTAR E PRODUÇÃO ANIMAL SUSTENTÁVEL NA FRONTEIRA SUL","SAÚDE, DIAGNÓSTICO E BEM-ESTAR ANIMAL NA FRONTEIRA SUL","Saúde, Bem-estar e Produção Animal Sustentável na Fronteira Sul",07/08/2017,-
41020014013P8,FILOSOFIA,"CONHECIMENTO, LINGUAGEM E REALIDADE",Filosofia,12/08/2019,-
41020014013P8,FILOSOFIA,ÉTICA E FILOSOFIA POLÍTICA,Filosofia,12/08/2019,-
41020014012P1,ENSINO DE CIÊNCIAS,FORMAÇÃO DE PROFESSORES E PRÁTICAS PEDAGÓGICAS,Ensino de Ciências,12/03/2019,-
41020014012P1,ENSINO DE CIÊNCIAS,POLÍTICAS EDUCACIONAIS E CURRÍCULO,Ensino de Ciências,12/03/2019,-
41020014014P4,GEOGRAFIA,PRODUÇÃO DO ESPAÇO E DINÂMICAS NATURAIS,"Natureza, sociedade e espaço geográfico",12/08/2019,-
41020014014P4,GEOGRAFIA,PRODUÇÃO DO ESPAÇO URBANO-REGIONAL,"Natureza, sociedade e espaço geográfico",12/08/2019,-
41020014015P0,CIÊNCIAS BIOMÉDICAS,"DIAGNÓSTICO, INOVAÇÃO E INTERVENÇÕES TERAPÊUTICAS EM SAÚDE",Ciências Biomédicas,20/10/2020,-
41020014015P0,CIÊNCIAS BIOMÉDICAS,"ESTRESSE OXIDATIVO, INFLAMAÇÃO E SISTEMA PURINÉRGICO",Ciências Biomédicas,20/10/2020,-
41020014016P7,ENFERMAGEM,POLÍTICAS E PRÁTICAS DE CUIDADO EM SAÚDE E ENFERMAGEM EM SAÚDE COLETIVA,Enfermagem em Saúde Coletiva,08/03/2024,-
41020014016P7,ENFERMAGEM,PROCESSOS FORMATIVOS E EDUCATIVOS EM ENFERMAGEM EM SAÚDE COLETIVA,Enfermagem em Saúde Coletiva,08/03/2024,-
42019010001P1,ODONTOLOGIA,ABORDAGENS PREVENTIVAS E TERAPÊUTICAS EM ODONTOLOGIA,ODONTOLOGIA,01/01/2013,-
42019010001P1,ODONTOLOGIA,EPIDEMIOLOGIA E ETIOPATOGENIA DAS DOENÇAS E DISFUNÇÕES DO SISTEMA ESTOMATOGMÁTICO,ODONTOLOGIA,01/01/2013,-
42019010001P1,ODONTOLOGIA,"PARADIGMA FORMADOR DOCENTE EM ODONTOLOGIA: ANÁLISE CIENTÍFICA, PEDAGÓGICA E SOCIAL",ODONTOLOGIA,01/01/2013,-
42019010001P1,ODONTOLOGIA,RECURSOS DE DIAGNÓSTICO EM ODONTOLOGIA,ODONTOLOGIA,01/01/2013,-
42019010001P1,ODONTOLOGIA,"MATERIAL, INSTRUMENTAL E EQUIPAMENTOS UTILIZADOS EM ODONTOLOGIA",ODONTOLOGIA,01/01/2013,-
42019010004P0,SAÚDE COLETIVA,GESTÃO EM SAÚDE: PLANEJAMENTO E AVALIAÇÃO,SAÚDE COLETIVA,01/01/2012,-
42019010004P0,SAÚDE COLETIVA,PROMOÇÃO E VIGILÂNCIA EM SAÚDE,SAÚDE COLETIVA,01/01/2012,-
42019010004P0,SAÚDE COLETIVA,SAÚDE COLETIVA NO CICLO VITAL,SAÚDE COLETIVA,01/01/2012,-
42019010005P7,ENSINO DE CIÊNCIAS E MATEMÁTICA,ENSINO E APRENDIZAGEM EM CIÊNCIAS E MATEMÁTICA,ENSINO DE CIÊNCIAS E MATEMÁTICA,01/01/2012,-
42019010005P7,ENSINO DE CIÊNCIAS E MATEMÁTICA,TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO PARA O ENSINO DE CIÊNCIAS E MATEMÁTICA (TIC),ENSINO DE CIÊNCIAS E MATEMÁTICA,01/01/2012,-
42019010005P7,ENSINO DE CIÊNCIAS E MATEMÁTICA,FORMAÇÃO DE PROFESSORES EM CIÊNCIAS E MATEMÁTICA,ENSINO DE CIÊNCIAS E MATEMÁTICA,01/01/2012,-
42019010005P7,ENSINO DE CIÊNCIAS E MATEMÁTICA,INCLUSÃO NO ENSINO DE CIÊNCIAS E MATEMÁTICA,ENSINO DE CIÊNCIAS E MATEMÁTICA,01/01/2012,-
42019010009P2,EDUCAÇÃO,"CURRÍCULO, CIÊNCIAS E TECNOLOGIAS",ESTUDOS CULTURAIS EM EDUCAÇÃO,01/01/2012,-
42019010009P2,EDUCAÇÃO,"INFÂNCIA, JUVENTUDE E ESPAÇOS EDUCATIVOS",ESTUDOS CULTURAIS EM EDUCAÇÃO,01/01/2012,-
42019010009P2,EDUCAÇÃO,PEDAGOGIAS E POLÍTICAS DA DIFERENÇA,ESTUDOS CULTURAIS EM EDUCAÇÃO,01/01/2012,-
42019010011P7,GENÉTICA E TOXICOLOGIA APLICADA,DESENVOLVIMENTO DE PRODUTOS TERAPÊUTICOS,FARMACOLOGIA E TOXICOLOGIA,01/01/2013,-
42019010011P7,GENÉTICA E TOXICOLOGIA APLICADA,ESTUDOS TOXICOLÓGICOS E MUTAGÊNICOS,FARMACOLOGIA E TOXICOLOGIA,01/01/2013,-
42019010011P7,GENÉTICA E TOXICOLOGIA APLICADA,DESENVOLVIMENTO DE PRODUTOS PARA DIAGNÓSTICO,DIAGNÓSTICO,01/01/2013,-
42019010011P7,GENÉTICA E TOXICOLOGIA APLICADA,"ESTRUTURA, AÇÃO E DESENVOLVIMENTO DE FÁRMACOS E PRODUTOS NATURAIS",FARMACOLOGIA E TOXICOLOGIA,01/01/2012,-
42019010013P0,Biologia Celular e Molecular Aplicada à Saúde,DIAGNÓSTICO MOLECULAR,GENÉTICA E BIOLOGIA MOLECULAR DE PATOLOGIAS,01/01/2012,-
42019010013P0,Biologia Celular e Molecular Aplicada à Saúde,CÉLULAS-TRONCO E TERAPIA CELULAR,BIOLOGIA CELULAR APLICADA À SAÚDE HUMANA E ANIMAL,01/01/2012,-
42019010013P0,Biologia Celular e Molecular Aplicada à Saúde,BIOQUÍMICA E GENÉTICA DE DOENÇAS HUMANAS,GENÉTICA E BIOLOGIA MOLECULAR DE PATOLOGIAS,01/01/2012,-
42019010013P0,Biologia Celular e Molecular Aplicada à Saúde,ONCOGÊNESE E MUTAGÊNESE,BIOLOGIA CELULAR APLICADA À SAÚDE HUMANA E ANIMAL,01/01/2012,-
42019010013P0,Biologia Celular e Molecular Aplicada à Saúde,BIOQUÍMICA FARMACOLÓGICA E MOLECULAR DE COMPOSTOS BIOATIVOS,BIOLOGIA CELULAR APLICADA À SAÚDE HUMANA E ANIMAL,01/01/2012,-
42019010014P6,Engenharia de Materiais e Processos Sustentáveis,PROCESSAMENTO DE MATERIAIS,MATERIAIS E PROCESSOS,01/01/2013,-
42019010014P6,Engenharia de Materiais e Processos Sustentáveis,DESENVOLVIMENTO E CARACTERIZAÇÃO DE MATERIAIS,MATERIAIS E PROCESSOS,01/01/2013,-
42019010015P2,"PROMOÇÃO DA SAÚDE, DESENVOLVIMENTO HUMANO E SOCIEDADE","POLÍTICAS PÚBLICAS, DESENVOLVIMENTO HUMANO E SOCIEDADE",DESENVOLVIMENTO HUMANO E SOCIEDADE,01/01/2021,-
42019010001P1,ODONTOLOGIA,ABORDAGENS PREVENTIVAS E TERAPÊUTICAS EM ODONTOLOGIA,ODONTOLOGIA,01/01/2013,-
42019010001P1,ODONTOLOGIA,EPIDEMIOLOGIA E ETIOPATOGENIA DAS DOENÇAS E DISFUNÇÕES DO SISTEMA ESTOMATOGMÁTICO,ODONTOLOGIA,01/01/2013,-
42019010001P1,ODONTOLOGIA,"PARADIGMA FORMADOR DOCENTE EM ODONTOLOGIA: ANÁLISE CIENTÍFICA, PEDAGÓGICA E SOCIAL",ODONTOLOGIA,01/01/2013,-
42019010001P1,ODONTOLOGIA,RECURSOS DE DIAGNÓSTICO EM ODONTOLOGIA,ODONTOLOGIA,01/01/2013,-
42019010001P1,ODONTOLOGIA,"MATERIAL, INSTRUMENTAL E EQUIPAMENTOS UTILIZADOS EM ODONTOLOGIA",ODONTOLOGIA,01/01/2013,-
42019010004P0,SAÚDE COLETIVA,GESTÃO EM SAÚDE: PLANEJAMENTO E AVALIAÇÃO,SAÚDE COLETIVA,01/01/2012,-
42019010004P0,SAÚDE COLETIVA,PROMOÇÃO E VIGILÂNCIA EM SAÚDE,SAÚDE COLETIVA,01/01/2012,-
42019010004P0,SAÚDE COLETIVA,SAÚDE COLETIVA NO CICLO VITAL,SAÚDE COLETIVA,01/01/2012,-
42019010005P7,ENSINO DE CIÊNCIAS E MATEMÁTICA,ENSINO E APRENDIZAGEM EM CIÊNCIAS E MATEMÁTICA,ENSINO DE CIÊNCIAS E MATEMÁTICA,01/01/2012,-
42019010005P7,ENSINO DE CIÊNCIAS E MATEMÁTICA,TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO PARA O ENSINO DE CIÊNCIAS E MATEMÁTICA (TIC),ENSINO DE CIÊNCIAS E MATEMÁTICA,01/01/2012,-
42019010005P7,ENSINO DE CIÊNCIAS E MATEMÁTICA,FORMAÇÃO DE PROFESSORES EM CIÊNCIAS E MATEMÁTICA,ENSINO DE CIÊNCIAS E MATEMÁTICA,01/01/2012,-
42019010005P7,ENSINO DE CIÊNCIAS E MATEMÁTICA,INCLUSÃO NO ENSINO DE CIÊNCIAS E MATEMÁTICA,ENSINO DE CIÊNCIAS E MATEMÁTICA,01/01/2012,-
42019010009P2,EDUCAÇÃO,"CURRÍCULO, CIÊNCIAS E TECNOLOGIAS",ESTUDOS CULTURAIS EM EDUCAÇÃO,01/01/2012,-
42019010009P2,EDUCAÇÃO,"INFÂNCIA, JUVENTUDE E ESPAÇOS EDUCATIVOS",ESTUDOS CULTURAIS EM EDUCAÇÃO,01/01/2012,-
42019010009P2,EDUCAÇÃO,PEDAGOGIAS E POLÍTICAS DA DIFERENÇA,ESTUDOS CULTURAIS EM EDUCAÇÃO,01/01/2012,-
42019010011P7,GENÉTICA E TOXICOLOGIA APLICADA,DESENVOLVIMENTO DE PRODUTOS TERAPÊUTICOS,FARMACOLOGIA E TOXICOLOGIA,01/01/2013,-
42019010011P7,GENÉTICA E TOXICOLOGIA APLICADA,ESTUDOS TOXICOLÓGICOS E MUTAGÊNICOS,FARMACOLOGIA E TOXICOLOGIA,01/01/2013,-
42019010011P7,GENÉTICA E TOXICOLOGIA APLICADA,DESENVOLVIMENTO DE PRODUTOS PARA DIAGNÓSTICO,DIAGNÓSTICO,01/01/2013,-
42019010011P7,GENÉTICA E TOXICOLOGIA APLICADA,"ESTRUTURA, AÇÃO E DESENVOLVIMENTO DE FÁRMACOS E PRODUTOS NATURAIS",FARMACOLOGIA E TOXICOLOGIA,01/01/2012,-
42019010013P0,Biologia Celular e Molecular Aplicada à Saúde,DIAGNÓSTICO MOLECULAR,GENÉTICA E BIOLOGIA MOLECULAR DE PATOLOGIAS,01/01/2012,-
42019010013P0,Biologia Celular e Molecular Aplicada à Saúde,CÉLULAS-TRONCO E TERAPIA CELULAR,BIOLOGIA CELULAR APLICADA À SAÚDE HUMANA E ANIMAL,01/01/2012,-
42019010013P0,Biologia Celular e Molecular Aplicada à Saúde,BIOQUÍMICA E GENÉTICA DE DOENÇAS HUMANAS,GENÉTICA E BIOLOGIA MOLECULAR DE PATOLOGIAS,01/01/2012,-
42019010013P0,Biologia Celular e Molecular Aplicada à Saúde,ONCOGÊNESE E MUTAGÊNESE,BIOLOGIA CELULAR APLICADA À SAÚDE HUMANA E ANIMAL,01/01/2012,-
42019010013P0,Biologia Celular e Molecular Aplicada à Saúde,BIOQUÍMICA FARMACOLÓGICA E MOLECULAR DE COMPOSTOS BIOATIVOS,BIOLOGIA CELULAR APLICADA À SAÚDE HUMANA E ANIMAL,01/01/2012,-
42019010014P6,Engenharia de Materiais e Processos Sustentáveis,PROCESSAMENTO DE MATERIAIS,MATERIAIS E PROCESSOS,01/01/2013,-
42019010014P6,Engenharia de Materiais e Processos Sustentáveis,DESENVOLVIMENTO E CARACTERIZAÇÃO DE MATERIAIS,MATERIAIS E PROCESSOS,01/01/2013,-
